,location,total_sqft,bath,price,bhk
4150,other,3035.0,5.0,271.0,3
4151,other,750.0,1.0,25.5,1
4152,other,1200.0,3.0,67.77,3
4153,other,1500.0,2.0,78.0,3
4154,other,1230.0,2.0,66.25,2
4155,other,780.0,1.0,55.0,1
4156,other,1220.0,2.0,80.0,2
4158,other,1690.0,3.0,85.0,3
4159,other,1130.0,2.0,78.0,2
4162,other,1199.0,2.0,85.0,2
4163,other,5000.0,4.0,290.0,4
4165,other,661.0,1.0,36.0,1
4166,other,1710.0,3.0,100.0,3
4170,other,1200.0,2.0,78.0,2
4172,other,300.0,1.0,20.0,1
4173,other,1751.0,2.0,115.0,3
4174,other,1255.0,2.0,79.0,2
4175,other,1778.0,3.0,122.0,3
4178,other,1358.0,2.0,81.0,2
4179,other,580.0,1.0,27.0,1
4180,other,1197.0,2.0,63.0,2
4181,other,1705.0,3.0,110.0,3
4183,other,1132.0,2.0,67.9,2
4184,other,814.0,2.0,55.0,2
4185,other,1575.0,3.0,90.0,3
4187,other,1800.0,8.0,175.0,6
4188,other,2006.8,4.0,196.0,3
4191,other,435.0,1.0,19.5,1
4192,other,1590.0,3.0,120.0,3
4194,other,1090.0,2.0,59.8,2
4195,other,1922.0,3.0,106.0,3
4196,other,965.0,2.0,67.0,2
4201,other,1108.0,2.0,87.0,2
4202,other,1197.0,2.0,79.0,2
4204,other,1749.0,3.0,117.0,3
4205,other,1691.0,3.0,104.0,3
4206,other,1449.0,3.0,100.0,3
4207,other,1625.0,2.0,87.72,3
4208,other,1400.0,2.0,80.0,2
4212,other,1750.0,3.0,130.0,3
4213,other,1450.0,3.0,100.0,3
4214,other,1810.0,3.0,126.0,3
4216,other,1420.0,3.0,85.0,3
4217,other,2658.0,5.0,187.0,4
4218,other,1450.0,2.0,89.6,3
4220,other,2254.0,3.0,170.0,3
4225,other,1560.0,2.0,145.0,2
4227,other,1200.0,2.0,66.0,3
4228,other,1340.0,2.0,77.0,2
4229,other,1846.0,3.0,145.0,3
4231,other,1205.0,2.0,70.0,2
4235,other,1051.0,2.0,60.0,2
4237,other,2500.0,4.0,260.0,3
4240,other,1665.0,3.0,105.0,3
4242,other,1868.0,3.0,113.0,3
4243,other,2300.0,4.0,200.0,4
4244,other,1210.0,2.0,76.0,2
4245,other,1351.0,2.0,77.0,2
4246,other,1636.0,3.0,119.0,3
4248,other,418.0,1.0,12.0,1
4250,other,2370.0,4.0,195.0,3
4256,other,1846.0,3.0,155.0,3
4257,other,1847.0,3.0,135.0,3
4258,other,1430.0,2.0,110.0,2
4260,other,1350.0,3.0,85.0,3
4261,other,1590.0,3.0,96.5,3
4262,other,1286.0,3.0,67.0,3
4264,other,1554.0,3.0,130.0,2
4265,other,1749.0,3.0,112.0,3
4267,other,1632.0,3.0,128.0,4
4269,other,1065.0,2.0,58.0,2
4270,other,1520.0,2.0,96.0,3
4273,other,1342.0,2.0,115.0,2
4275,other,1295.0,2.0,95.0,2
4276,other,1098.0,2.0,74.0,2
4280,other,654.0,1.0,37.0,1
4282,other,1046.0,2.0,75.0,2
4283,other,1950.0,3.0,165.0,3
4284,other,1610.0,3.0,84.53,3
4287,other,1125.0,2.0,58.0,2
4289,other,1000.0,3.0,60.0,2
4291,other,1174.0,2.0,75.0,2
4292,other,2661.0,2.0,226.5,3
4297,other,1314.0,2.0,78.0,2
4299,other,1010.0,2.0,55.0,2
4301,other,1636.0,3.0,97.0,3
4303,other,1520.0,2.0,125.0,3
4305,other,1067.0,2.0,60.0,2
4308,other,1418.0,2.0,104.0,2
4310,other,1366.0,2.0,83.0,2
4315,other,1494.0,2.0,94.55,3
4316,other,1445.0,2.0,105.0,3
4317,other,1397.0,3.0,105.0,3
4318,other,606.0,1.0,40.0,1
4321,other,1205.0,2.0,75.0,2
4324,other,1200.0,2.0,62.0,2
4326,other,1139.0,2.0,60.0,2
4327,other,1530.0,3.0,105.0,3
4328,other,1575.0,3.0,101.0,3
4329,other,650.0,1.0,25.0,1
4334,other,1200.0,3.0,72.0,3
4335,other,700.0,2.0,40.0,2
4337,other,1856.0,3.0,120.0,3
4339,other,1036.0,2.0,59.45,2
4344,other,1730.0,3.0,110.0,3
4345,other,1804.0,3.0,115.0,3
4346,other,1795.0,3.0,140.0,3
4348,other,2100.0,3.0,120.0,3
4351,other,1000.0,1.0,75.0,2
4352,other,1254.0,2.0,70.0,3
4353,other,940.0,2.0,49.0,2
4354,other,1280.0,2.0,80.0,2
4355,other,2155.0,3.0,125.0,4
4357,other,4260.0,4.0,272.0,4
4358,other,1255.0,2.0,95.0,3
4359,other,1388.0,3.0,69.99,3
4360,other,905.0,1.0,52.0,1
4365,other,1583.0,3.0,115.0,3
4366,other,1252.0,3.0,63.0,3
4367,other,1170.0,2.0,86.0,2
4371,other,1486.0,3.0,83.22,3
4372,other,4830.0,5.0,390.0,4
4373,other,850.0,2.0,75.0,2
4374,other,2790.0,4.0,198.0,4
4375,other,2383.0,5.0,215.0,4
4378,other,1465.0,3.0,80.01,3
4384,other,1071.0,2.0,62.0,2
4385,other,2266.0,3.0,169.0,3
4386,other,2065.0,3.0,130.0,3
4387,other,1800.0,3.0,90.0,3
4389,other,1884.0,3.0,98.0,3
4390,other,1145.0,2.0,75.0,2
4392,other,950.0,2.0,55.0,2
4400,other,2111.0,4.0,120.0,3
4402,other,1750.0,3.0,136.0,3
4405,other,1235.0,2.0,90.0,2
4406,other,1200.0,2.0,63.0,2
4409,other,1200.0,4.0,110.0,4
4410,other,2400.0,1.0,200.0,1
4411,other,615.0,1.0,24.0,1
4414,other,3080.0,2.0,285.0,4
4422,other,550.0,1.0,12.0,1
4423,other,1058.0,2.0,85.0,2
4424,other,1269.0,2.0,73.0,3
4425,other,2689.0,6.0,245.0,4
4429,other,1350.0,2.0,80.99,3
4431,other,1339.0,2.0,71.5,2
4433,other,450.0,1.0,25.0,1
4434,other,1100.0,2.0,70.0,2
4437,other,810.0,1.0,21.0,1
4438,other,1060.0,2.0,65.0,2
4440,other,1200.0,2.0,75.0,3
4441,other,1100.0,2.0,85.0,2
4442,other,680.0,1.0,32.64,1
4443,other,1925.0,3.0,110.0,3
4444,other,502.0,1.0,25.0,1
4445,other,3339.0,3.0,250.0,3
4446,other,1475.0,2.0,74.0,3
4448,other,1300.0,2.0,75.0,2
4449,other,4400.0,4.0,350.0,5
4450,other,1559.0,3.0,120.0,3
4453,other,1300.0,3.0,75.0,4
4457,other,1550.0,2.0,79.0,3
4458,other,670.0,1.0,35.0,1
4459,other,1483.0,2.0,98.0,2
4462,other,1460.0,2.0,75.0,3
4466,other,2162.0,3.0,200.0,3
4470,other,1221.0,3.0,72.0,3
4472,other,2550.0,4.0,149.0,4
4473,other,1400.0,3.0,70.0,3
4474,other,600.0,2.0,55.0,1
4475,other,710.0,2.0,40.0,1
4476,other,1500.0,2.0,78.25,3
4477,other,3122.0,6.0,237.0,4
4478,other,2061.0,3.0,175.0,3
4479,other,1255.0,2.0,95.0,3
4480,other,2425.0,7.0,140.0,7
4481,other,1031.0,2.0,55.0,2
4482,other,1210.0,2.0,74.0,2
4486,other,1418.0,2.0,105.0,2
4487,other,1200.0,2.0,65.0,2
4488,other,1825.0,3.0,175.0,3
4490,other,1150.0,2.0,60.0,3
4492,other,1508.0,3.0,75.0,3
4493,other,1275.0,2.0,87.0,2
4495,other,946.0,2.0,58.0,2
4496,other,1110.0,2.0,58.0,2
4497,other,1832.0,3.0,125.0,3
4498,other,1088.0,2.0,61.45,2
4499,other,1564.0,3.0,104.0,3
4502,other,1700.0,3.0,95.0,3
4503,other,1205.0,2.0,62.9,2
4505,other,1080.0,2.0,62.0,2
4508,other,1300.0,2.0,89.76,2
4509,other,1265.0,2.0,78.0,2
4516,other,1300.0,2.0,75.0,3
4522,other,1200.0,3.0,96.25,3
4525,other,1706.0,3.0,135.0,3
4526,other,2100.0,4.0,180.0,4
4527,other,1250.0,2.0,65.0,3
4528,other,1260.0,3.0,63.58,3
4529,other,1265.0,2.0,65.0,3
4531,other,1045.0,2.0,58.0,2
4532,other,412.5,1.0,19.8,1
4533,other,1100.0,2.0,62.0,2
4535,other,2774.0,4.0,208.0,4
4537,other,700.0,1.0,30.84,1
4539,other,1132.0,2.0,89.0,2
4540,other,1359.0,2.0,104.0,2
4541,other,2631.0,3.0,200.0,4
4543,other,600.0,1.0,30.0,1
4544,other,1200.0,1.0,125.0,1
4545,other,830.0,2.0,60.0,2
4546,other,1009.0,2.0,56.0,2
4548,other,1500.0,2.0,88.0,2
4549,other,1363.0,2.0,79.0,2
4551,other,2792.0,4.0,220.0,4
4552,other,700.0,1.0,59.0,1
4554,other,1200.0,2.0,67.0,2
4555,other,1518.0,3.0,76.0,3
4556,other,1495.0,2.0,75.0,3
4557,other,1575.0,2.0,90.0,2
4560,other,1500.0,3.0,95.0,3
4561,other,1450.0,2.0,81.0,3
4563,other,1650.0,3.0,110.0,3
4565,other,856.0,2.0,48.0,2
4566,other,1143.0,2.0,62.0,2
4567,other,1349.0,2.0,97.8,2
4569,other,1216.0,2.0,69.06,2
4571,other,1290.0,2.0,120.0,2
4577,other,1117.0,2.0,110.0,2
4578,other,1724.0,3.0,124.0,3
4579,other,1200.0,4.0,90.0,4
4580,other,600.0,1.0,43.0,1
4582,other,1216.0,2.0,75.0,2
4584,other,1355.0,2.0,78.0,2
4585,other,7500.0,4.0,425.0,4
4586,other,2145.0,3.0,190.0,3
4587,other,957.0,2.0,53.0,2
4588,other,925.0,2.0,48.0,2
4590,other,2100.0,3.0,140.0,3
4591,other,1115.0,2.0,61.0,2
4594,other,1385.0,2.0,69.0,3
4595,other,760.0,1.0,24.9,1
4599,other,1341.0,2.0,75.76,2
4600,other,1200.0,3.0,70.0,3
4602,other,1679.0,3.0,92.13,3
4605,other,500.0,1.0,31.0,1
4607,other,1255.0,2.0,77.0,2
4611,other,950.0,2.0,60.0,2
4612,other,1216.0,2.0,73.0,2
4613,other,1300.0,2.0,98.0,2
4618,other,709.0,1.0,34.735,1
4620,other,670.0,1.0,36.85,1
4623,other,1477.0,2.0,80.0,3
4629,other,1253.0,2.0,65.8,2
4632,other,750.0,2.0,40.0,2
4633,other,1615.0,3.0,115.0,3
4634,other,1095.0,2.0,60.0,2
4635,other,1745.0,3.0,100.0,3
4638,other,1793.0,3.0,98.0,3
4642,other,2017.0,2.0,125.0,3
4643,other,400.0,1.0,10.0,1
4648,other,1246.0,2.0,67.4,2
4649,other,3200.0,4.0,224.0,4
4659,other,1020.0,2.0,62.0,2
4660,other,600.0,2.0,35.0,2
4661,other,3563.0,6.0,310.0,4
4663,other,1685.0,3.0,100.0,3
4665,other,1210.0,2.0,83.0,2
4668,other,1255.0,3.0,77.68,3
4669,other,1482.0,3.0,86.0,3
4670,other,1344.0,2.0,108.0,2
4672,other,3300.0,5.0,318.0,4
4673,other,1210.0,2.0,85.0,2
4674,other,1532.0,3.0,98.13,3
4675,other,1245.0,2.0,110.0,2
4677,other,1230.0,2.0,65.0,2
4678,other,2257.0,3.0,159.0,3
4679,other,1246.0,2.0,65.4,2
4681,other,1360.0,2.0,85.0,3
4683,other,1200.0,3.0,110.0,4
4684,other,1418.0,2.0,104.0,2
4686,other,1020.0,2.0,55.0,2
4688,other,1440.0,4.0,88.0,4
4690,other,1175.0,2.0,69.0,2
4692,other,2250.0,3.0,113.0,3
4694,other,825.0,1.0,44.9,1
4699,other,540.0,1.0,16.5,1
4701,other,1194.0,2.0,71.64,2
4702,other,1108.0,2.0,67.15,2
4707,other,600.0,1.0,43.0,1
4709,other,1200.0,2.0,75.0,3
4710,other,985.0,2.0,55.0,2
4711,other,982.0,2.0,55.0,2
4712,other,600.0,1.0,20.0,1
4713,other,2640.0,5.0,142.0,3
4714,other,1314.0,2.0,68.8,2
4716,other,1077.0,2.0,93.0,2
4720,other,1200.0,3.0,67.0,3
4732,other,1085.0,2.0,64.0,2
4733,other,750.0,1.0,30.0,1
4735,other,1548.3,4.0,129.0,4
4737,other,1525.84,3.0,117.0,3
4739,other,1030.0,2.0,80.0,2
4740,other,1852.0,2.0,95.0,3
4742,other,918.0,2.0,49.0,2
4743,other,1255.0,2.0,90.0,3
4745,other,1150.0,2.0,69.0,2
4747,other,1255.0,3.0,77.68,3
4748,other,1198.0,2.0,82.0,2
4750,other,2072.0,4.0,139.0,3
4752,other,1350.0,2.0,68.0,3
4753,other,2500.0,4.0,200.0,4
4754,other,2215.0,4.0,160.0,3
4755,other,525.0,1.0,30.0,1
4756,other,2700.0,4.0,260.0,4
4757,other,1500.0,2.0,90.0,3
4758,other,900.0,2.0,55.0,2
4761,other,1006.0,2.0,57.0,2
4763,other,1128.0,2.0,65.7,2
4765,other,1310.0,2.0,68.0,3
4766,other,1390.0,2.0,86.0,2
4767,other,1390.0,2.0,76.45,3
4772,other,1200.0,2.0,69.0,3
4774,other,1939.0,3.0,98.0,3
4776,other,675.0,1.0,45.0,1
4781,other,1690.0,3.0,85.0,3
4782,other,850.0,1.0,57.0,1
4784,other,1680.0,3.0,117.0,3
4785,other,1047.0,2.0,84.0,2
4790,other,1100.0,2.0,85.0,3
4791,other,1685.0,3.0,85.0,3
4792,other,1148.0,2.0,59.0,2
4793,other,1050.0,2.0,65.0,2
4794,other,1465.0,2.0,76.0,3
4795,other,3401.0,5.0,230.0,4
4796,other,630.0,1.0,60.0,1
4797,other,1850.0,3.0,150.0,3
4799,other,1760.0,3.0,160.0,3
4801,other,1100.0,2.0,78.0,2
4806,other,1180.0,2.0,74.0,2
4808,other,1343.0,2.0,86.0,2
4809,other,1184.0,2.0,69.0,2
4812,other,3785.0,5.0,280.0,4
4813,other,1540.0,3.0,85.0,3
4822,other,1762.0,3.0,112.0,3
4827,other,1138.0,2.0,110.0,2
4828,other,2556.0,3.0,169.0,3
4829,other,1200.0,2.0,66.5,3
4832,other,1870.0,3.0,138.0,3
4833,other,1199.0,2.0,86.0,2
4836,other,2000.0,3.0,120.0,3
4837,other,1047.0,2.0,83.0,2
4839,other,1200.0,2.0,76.0,2
4842,other,1645.0,3.0,100.0,3
4843,other,870.0,2.0,65.0,2
4845,other,2000.0,3.0,145.0,3
4846,other,1766.0,3.0,130.0,3
4847,other,500.0,1.0,15.0,1
4849,other,680.0,1.0,46.0,1
4850,other,1278.0,2.0,90.0,2
4851,other,1025.0,2.0,66.0,2
4857,other,625.0,1.0,19.0,1
4860,other,750.0,1.0,52.5,1
4861,other,1475.0,3.0,78.0,3
4862,other,2230.0,4.0,130.0,4
4864,other,900.0,2.0,65.0,2
4866,other,948.0,2.0,75.0,2
4867,other,970.0,2.0,55.0,2
4869,other,1200.0,2.0,65.0,3
4870,other,1760.0,3.0,127.0,3
4871,other,1914.0,3.0,179.0,3
4873,other,1820.0,3.0,93.0,3
4874,other,1565.0,3.0,78.0,3
4876,other,924.0,2.0,76.23,2
4877,other,914.0,2.0,49.0,2
4878,other,500.0,1.0,17.0,1
4879,other,2145.0,3.0,125.0,3
4880,other,1650.0,3.0,100.0,3
4884,other,1255.0,2.0,120.0,2
4887,other,2273.0,4.0,220.0,3
4890,other,2400.0,4.0,152.0,4
4893,other,3160.0,4.0,206.0,4
4894,other,1769.0,3.0,96.87,3
4895,other,1554.3,4.0,131.0,4
4898,other,627.0,1.0,30.0,1
4899,other,1435.0,3.0,73.0,3
4900,other,1620.0,3.0,130.0,3
4901,other,1862.0,3.0,125.0,3
4907,other,1235.0,2.0,65.0,2
4909,other,1498.0,3.0,95.0,3
4911,other,922.0,2.0,70.0,2
4912,other,850.0,2.0,72.0,2
4913,other,1123.0,2.0,64.0,2
4914,other,1235.0,2.0,75.0,2
4917,other,1305.0,2.0,99.0,2
4918,other,1200.0,1.0,65.0,2
4919,other,2790.0,5.0,204.0,4
4920,other,2010.0,3.0,125.0,4
4924,other,1265.0,2.0,67.0,2
4925,other,525.0,2.0,27.0,1
4928,other,1224.0,2.0,70.0,2
4930,other,1233.0,2.0,100.0,2
4931,other,1312.0,2.0,69.0,2
4932,other,1449.0,3.0,90.0,3
4934,other,2100.0,5.0,150.0,5
4936,other,1200.0,2.0,78.0,2
4937,other,1000.0,2.0,58.0,2
4938,other,2400.0,5.0,190.0,4
4939,other,1732.0,3.0,85.73,3
4940,other,1290.0,2.0,80.0,2
4942,other,1917.0,4.0,100.0,3
4943,other,1100.0,2.0,57.0,2
4945,other,2774.0,4.0,208.0,4
4947,other,1655.0,3.0,113.0,3
4948,other,2805.0,5.0,160.0,4
4952,other,1800.0,4.0,180.0,4
4955,other,530.0,1.0,29.44,1
4959,other,1295.0,2.0,95.0,2
4962,other,1200.0,1.0,95.0,1
4963,other,1063.0,2.0,58.0,2
4964,other,656.0,1.0,43.0,1
4966,other,881.0,2.0,48.06,2
4968,other,1936.0,3.0,110.0,3
4969,other,1680.0,3.0,101.0,3
4973,other,2100.0,4.0,145.0,3
4974,other,1070.0,2.0,58.0,2
4977,other,1755.0,3.0,122.0,3
4980,other,1500.0,2.0,75.0,3
4981,other,1652.5,3.0,90.0,3
4982,other,1381.0,2.0,76.18,3
4983,other,1085.0,2.0,57.0,2
4984,other,905.0,1.0,50.0,1
4985,other,1685.0,3.0,95.0,3
4986,other,1200.0,2.0,75.0,2
4989,other,1665.0,3.0,86.91,3
4992,other,1257.0,2.0,71.03,2
4993,other,1600.0,3.0,82.0,3
4994,other,1465.0,3.0,75.0,3
4995,other,1650.0,3.0,111.0,3
4997,other,1230.0,4.0,80.0,4
4998,other,1300.0,2.0,82.0,2
5001,other,2159.0,3.0,110.0,3
5003,other,1130.0,2.0,60.0,2
5010,other,630.5,1.0,32.15,1
5012,other,2384.0,4.0,165.0,3
5015,other,2017.0,3.0,105.0,3
5016,other,1500.0,3.0,138.0,3
5017,other,700.0,2.0,43.0,2
5019,other,1302.0,2.0,68.5,2
5020,other,905.0,1.0,52.0,1
5022,other,1350.0,3.0,71.0,3
5023,other,1380.0,2.0,95.0,3
5024,other,1620.0,3.0,110.0,3
5028,other,1750.0,3.0,170.0,3
5029,other,997.0,3.0,55.0,3
5030,other,1760.0,3.0,111.0,3
5031,other,1322.0,2.0,75.0,2
5032,other,1365.0,3.0,99.0,3
5033,other,1500.0,3.0,125.0,3
5036,other,5000.0,4.0,465.0,4
5037,other,1665.0,3.0,86.58,3
5038,other,1414.0,2.0,84.18,2
5040,other,4100.0,3.0,300.0,4
5043,other,712.0,1.0,38.44,1
5044,other,2648.0,5.0,251.5,4
5045,other,900.0,2.0,55.0,2
5047,other,654.0,1.0,22.0,1
5048,other,708.0,1.0,55.0,2
5049,other,1680.0,3.0,135.0,3
5050,other,990.0,2.0,58.0,2
5052,other,1088.0,2.0,62.0,2
5053,other,1414.0,3.0,77.5,3
5054,other,1240.0,2.0,100.0,2
5055,other,1810.0,3.0,118.0,3
5062,other,614.5,1.0,30.715,1
5063,other,1000.0,2.0,97.0,2
5065,other,1650.0,3.0,84.0,3
5068,other,1430.0,3.0,78.65,3
5069,other,1130.0,2.0,58.0,3
5070,other,1850.0,2.0,110.0,3
5072,other,4334.0,2.0,338.0,4
5074,other,2582.0,5.0,250.0,3
5076,other,1200.0,2.0,45.0,1
5081,other,1484.0,3.0,79.19,3
5084,other,1330.0,2.0,107.0,2
5085,other,2127.0,3.0,135.0,3
5089,other,2336.5,3.0,115.89,3
5091,other,3930.0,7.0,329.0,5
5098,other,2010.0,3.0,115.0,4
5099,other,1418.0,2.0,106.0,2
5104,other,1293.0,2.0,85.0,3
5105,other,1200.0,2.0,66.0,3
5106,other,1210.0,2.0,75.0,2
5107,other,1126.0,2.0,69.0,2
5108,other,1840.0,4.0,175.0,3
5111,other,1276.0,2.0,75.0,2
5112,other,1216.0,2.0,83.0,2
5113,other,840.0,1.0,75.0,1
5115,other,1162.0,2.0,65.0,2
5117,other,658.0,1.0,34.0,1
5120,other,1760.0,2.0,116.0,3
5124,other,1302.5,2.0,67.73,2
5125,other,3317.5,5.0,268.5,4
5127,other,2040.0,3.0,200.0,3
5128,other,2420.0,4.0,190.0,4
5129,other,1216.0,2.0,80.0,2
5130,other,1459.0,2.0,110.0,3
5133,other,1274.0,2.0,81.0,2
5134,other,600.0,1.0,52.0,2
5137,other,1670.0,3.0,160.0,3
5138,other,1695.0,3.0,150.0,3
5139,other,1410.0,2.0,75.0,2
5142,other,880.0,2.0,50.0,2
5146,other,900.0,2.0,50.0,2
5148,other,693.0,1.0,34.3,1
5150,other,1920.0,3.0,150.0,3
5151,other,630.0,1.0,47.0,1
5153,other,705.0,1.0,55.0,1
5154,other,1200.0,2.0,75.6,3
5156,other,1330.0,2.0,93.0,2
5159,other,1630.0,3.0,95.1,3
5162,other,1000.0,2.0,53.0,2
5165,other,1737.0,2.0,95.0,3
5167,other,2100.0,4.0,150.0,4
5169,other,883.0,2.0,50.0,2
5174,other,3730.0,4.0,370.0,4
5175,other,1459.0,3.0,135.0,3
5176,other,2259.0,5.0,135.0,4
5177,other,2700.0,4.0,160.0,7
5182,other,602.0,1.0,26.0,1
5183,other,1710.0,3.0,100.0,3
5184,other,1500.0,2.0,82.0,3
5189,other,1350.0,3.0,78.3,3
5190,other,1200.0,2.0,65.0,2
5191,other,1265.0,2.0,78.0,2
5192,other,1700.0,3.0,93.5,3
5194,other,1550.0,4.0,120.0,4
5195,other,1560.0,3.0,125.0,3
5199,other,1416.0,3.0,94.0,3
5201,other,1680.0,3.0,125.0,3
5203,other,1507.0,2.0,95.0,3
5204,other,1949.0,3.0,133.0,3
5206,other,905.0,2.0,50.0,2
5207,other,2480.0,3.0,245.0,3
5208,other,1605.0,3.0,105.0,3
5209,other,1290.0,2.0,73.0,2
5210,other,1100.0,2.0,60.0,2
5215,other,550.0,1.0,23.0,1
5220,other,1080.0,2.0,75.0,3
5221,other,1783.0,3.0,125.0,3
5222,other,1520.0,2.0,90.0,3
5223,other,1060.0,2.0,55.0,2
5226,other,2500.0,3.0,180.0,3
5227,other,1240.0,2.0,65.0,2
5228,other,1570.0,3.0,78.0,3
5230,other,1355.0,3.0,76.0,2
5231,other,1537.0,3.0,110.0,3
5235,other,1750.0,3.0,150.0,3
5239,other,540.0,1.0,22.5,1
5240,other,2800.0,7.0,250.0,7
5242,other,1987.0,4.0,165.0,3
5243,other,1305.0,2.0,75.0,2
5244,other,2100.0,3.0,125.0,4
5248,other,1191.0,2.0,90.0,2
5249,other,3600.0,6.0,303.0,6
5253,other,1232.0,2.0,89.0,2
5254,other,1732.0,3.0,85.73,3
5255,other,1614.0,2.0,100.0,3
5257,other,2072.0,4.0,155.0,3
5260,other,2849.0,5.0,250.0,4
5262,other,1216.0,2.0,75.0,2
5263,other,2245.0,4.0,154.0,4
5264,other,1476.0,3.0,125.0,3
5265,other,1852.0,3.0,130.0,3
5268,other,2423.0,4.0,160.0,3
5269,other,1152.0,2.0,90.0,2
5270,other,1762.0,3.0,133.0,3
5271,other,1400.0,3.0,92.0,3
5274,other,1890.0,3.0,108.0,3
5283,other,827.0,2.0,45.0,2
5284,other,635.0,1.0,26.0,1
5285,other,4000.0,4.0,380.0,4
5287,other,1819.18,3.0,168.0,3
5288,other,1500.0,3.0,125.0,3
5293,other,1856.0,3.0,135.0,3
5301,other,1675.0,2.0,135.0,3
5305,other,1863.0,3.0,105.0,4
5306,other,1914.0,3.0,149.0,3
5307,other,1458.0,3.0,79.0,3
5309,other,3035.0,5.0,220.0,3
5310,other,1662.0,3.0,90.0,3
5311,other,1556.0,3.0,86.0,3
5312,other,918.0,2.0,50.0,2
5313,other,1455.0,2.0,98.0,3
5314,other,1205.0,2.0,70.0,2
5315,other,1194.0,2.0,65.0,2
5316,other,1200.0,2.0,75.0,2
5319,other,929.0,2.0,56.0,2
5320,other,3436.0,5.0,341.0,4
5324,other,1532.5,3.0,84.29,3
5327,other,1680.0,3.0,105.0,3
5333,other,658.0,1.0,26.91,1
5335,other,1242.0,2.0,65.0,2
5336,other,1910.0,3.0,119.0,3
5337,other,1610.0,4.0,85.0,3
5338,other,1127.0,2.0,65.0,2
5342,other,2200.0,4.0,160.0,3
5343,other,2400.0,3.0,150.0,3
5346,other,1314.0,2.0,83.0,2
5347,other,690.0,1.0,39.8,1
5351,other,1850.0,3.0,140.0,3
5352,other,1073.0,2.0,60.0,2
5355,other,1198.0,2.0,65.0,2
5356,other,1656.0,3.0,90.0,3
5357,other,1900.0,3.0,155.0,3
5358,other,1910.0,3.0,142.0,3
5362,other,1200.0,1.0,95.0,2
5365,other,1689.0,3.0,103.0,3
5366,other,1031.0,2.0,53.0,2
5370,other,1100.0,2.0,61.0,2
5371,other,1250.0,2.0,77.88,3
5372,other,1100.0,2.0,110.0,2
5375,other,1500.0,2.0,78.0,3
5376,other,1942.0,3.0,155.0,3
5377,other,1985.0,3.0,130.0,3
5378,other,950.0,1.0,39.9,1
5379,other,1200.0,4.0,80.0,3
5380,other,1752.0,3.0,105.0,3
5381,other,1200.0,3.0,120.0,4
5382,other,1480.0,2.0,84.0,3
5383,other,1826.0,3.0,130.0,3
5386,other,1667.0,3.0,92.0,3
5387,other,934.0,2.0,55.0,2
5394,other,1012.0,2.0,54.59,2
5397,other,1515.0,3.0,90.0,3
5398,other,1830.0,4.0,150.0,3
5400,other,935.0,2.0,51.5,2
5401,other,2197.0,3.0,136.0,3
5402,other,1678.0,3.0,92.13,3
5403,other,1410.0,2.0,80.0,3
5404,other,1125.0,2.0,65.0,2
5406,other,1200.0,2.0,79.0,2
5410,other,651.0,1.0,17.5,1
5412,other,645.0,1.0,16.45,1
5414,other,1190.0,2.0,68.0,2
5416,other,1355.0,2.0,73.0,2
5417,other,1200.0,1.0,65.0,2
5418,other,7000.0,4.0,550.0,4
5419,other,500.0,2.0,24.0,1
5422,other,3300.0,4.0,329.0,4
5425,other,1357.0,2.0,130.0,2
5430,other,975.0,2.0,65.0,2
5432,other,1200.0,4.0,95.0,4
5433,other,610.0,1.0,39.0,1
5436,other,1447.0,2.0,75.97,2
5438,other,2075.0,3.0,115.0,3
5442,other,840.0,2.0,50.0,1
5443,other,2502.0,4.0,180.0,4
5444,other,583.0,1.0,26.9,1
5448,other,2200.0,3.0,121.0,3
5449,other,750.0,1.0,51.0,1
5453,other,1200.0,1.0,69.0,1
5457,other,1500.0,3.0,75.0,3
5462,other,1717.0,3.0,99.0,3
5464,other,1100.0,2.0,58.0,2
5465,other,1200.0,1.0,48.0,1
5467,other,1500.0,1.0,75.0,1
5468,other,1255.0,2.0,90.0,3
5469,other,1220.0,2.0,88.0,2
5472,other,1281.0,2.0,87.0,2
5474,other,1200.0,3.0,87.0,4
5475,other,1237.0,2.0,73.0,2
5476,other,1300.0,2.0,70.0,2
5479,other,3900.0,5.0,310.0,4
5480,other,1186.0,2.0,65.0,2
5483,other,1430.0,2.0,78.65,3
5484,other,1056.0,2.0,68.0,2
5486,other,1650.0,3.0,101.0,3
5489,other,1190.0,2.0,70.0,2
5491,other,2690.0,4.0,185.0,4
5494,other,2254.0,3.0,153.0,3
5495,other,2990.0,5.0,210.0,3
5496,other,820.0,2.0,45.0,2
5499,other,1173.0,2.0,77.0,2
5500,other,1800.0,3.0,90.0,3
5505,other,2968.0,3.0,225.0,3
5507,other,1345.0,2.0,106.0,2
5508,other,1594.0,3.0,99.0,3
5509,other,1250.0,2.0,68.0,2
5510,other,1056.0,2.0,60.0,2
5511,other,1200.0,3.0,68.4,3
5512,other,1290.0,1.0,77.5,2
5514,other,1464.0,2.0,145.0,2
5517,other,1047.0,2.0,82.62,2
5518,other,1200.0,2.0,75.0,2
5520,other,1000.0,2.0,62.0,2
5521,other,1682.0,3.0,113.0,3
5522,other,1756.0,3.0,131.0,3
5523,other,1238.0,2.0,67.32,2
5524,other,814.0,2.0,42.0,2
5529,other,1590.0,3.0,131.0,3
5530,other,644.0,1.0,40.0,1
5532,other,1260.0,2.0,100.0,2
